#   z            H/c (1/Mpc)           D_A(Mpc)        D_L(Mpc)  d_comoving(Mpc)     Omega_m(z)      c*Age(Mpc) 
   0.1413901E+01   0.5149856E-03   0.1776634E+04   0.1035230E+05   0.4288619E+04   0.4385097E-02   0.1353737E+04
   0.1525728E+01   0.5466834E-03   0.1781418E+04   0.1136420E+05   0.4499376E+04   0.3397006E-02   0.1268370E+04
   0.1558408E+01   0.5561293E-03   0.1781829E+04   0.1166287E+05   0.4558645E+04   0.3158397E-02   0.1245054E+04
   0.1565384E+01   0.5581563E-03   0.1781864E+04   0.1172680E+05   0.4571167E+04   0.3109988E-02   0.1240166E+04
   0.1508670E+01   0.5417853E-03   0.1781037E+04   0.1120882E+05   0.4468032E+04   0.3529740E-02   0.1280822E+04
   0.1524444E+01   0.5463141E-03   0.1781393E+04   0.1135249E+05   0.4497027E+04   0.3406791E-02   0.1269300E+04
   0.1596064E+01   0.5671135E-03   0.1781812E+04   0.1200861E+05   0.4625698E+04   0.2906976E-02   0.1219035E+04
   0.1500170E+01   0.5393530E-03   0.1780802E+04   0.1113153E+05   0.4452308E+04   0.3598099E-02   0.1287100E+04
   0.1548157E+01   0.5531575E-03   0.1781744E+04   0.1156904E+05   0.4540162E+04   0.3231109E-02   0.1252293E+04
   0.1503854E+01   0.5404067E-03   0.1780908E+04   0.1116502E+05   0.4459133E+04   0.3568280E-02   0.1284372E+04
   0.1514814E+01   0.5435471E-03   0.1781187E+04   0.1126475E+05   0.4479355E+04   0.3481254E-02   0.1276314E+04
   0.1569590E+01   0.5593800E-03   0.1781877E+04   0.1176537E+05   0.4578694E+04   0.3081216E-02   0.1237234E+04
   0.1523379E+01   0.5460075E-03   0.1781372E+04   0.1134278E+05   0.4495076E+04   0.3414940E-02   0.1270073E+04
   0.1514190E+01   0.5433681E-03   0.1781173E+04   0.1125907E+05   0.4478207E+04   0.3486140E-02   0.1276770E+04
   0.1568715E+01   0.5591253E-03   0.1781875E+04   0.1175734E+05   0.4577129E+04   0.3087178E-02   0.1237843E+04
   0.1581132E+01   0.5627449E-03   0.1781879E+04   0.1187131E+05   0.4599264E+04   0.3003821E-02   0.1229247E+04
   0.1553296E+01   0.5546463E-03   0.1781791E+04   0.1161607E+05   0.4549440E+04   0.3194421E-02   0.1248655E+04
   0.1585325E+01   0.5639699E-03   0.1781868E+04   0.1190984E+05   0.4606708E+04   0.2976257E-02   0.1226366E+04
   0.1575498E+01   0.5611013E-03   0.1781884E+04   0.1181958E+05   0.4589239E+04   0.3041315E-02   0.1233135E+04
   0.1506841E+01   0.5412615E-03   0.1780989E+04   0.1119218E+05   0.4464655E+04   0.3544322E-02   0.1282168E+04
   0.1550163E+01   0.5537386E-03   0.1781764E+04   0.1158740E+05   0.4543788E+04   0.3216728E-02   0.1250870E+04
   0.1520758E+01   0.5452541E-03   0.1781319E+04   0.1131889E+05   0.4490273E+04   0.3435076E-02   0.1271977E+04
   0.1570858E+01   0.5597493E-03   0.1781880E+04   0.1177700E+05   0.4580960E+04   0.3072600E-02   0.1236353E+04
   0.1536536E+01   0.5497983E-03   0.1781599E+04   0.1146283E+05   0.4519090E+04   0.3315873E-02   0.1260581E+04
   0.1532581E+01   0.5486574E-03   0.1781538E+04   0.1142672E+05   0.4511889E+04   0.3345301E-02   0.1263422E+04
   0.1511221E+01   0.5425166E-03   0.1781101E+04   0.1123204E+05   0.4472739E+04   0.3509512E-02   0.1278947E+04
   0.1594511E+01   0.5666583E-03   0.1781822E+04   0.1199431E+05   0.4622958E+04   0.2916880E-02   0.1220091E+04
   0.1525564E+01   0.5466361E-03   0.1781415E+04   0.1136270E+05   0.4499075E+04   0.3398256E-02   0.1268489E+04
   0.1514710E+01   0.5435173E-03   0.1781185E+04   0.1126380E+05   0.4479164E+04   0.3482067E-02   0.1276390E+04
   0.1557428E+01   0.5558450E-03   0.1781822E+04   0.1165390E+05   0.4556883E+04   0.3165264E-02   0.1245743E+04
   0.1561221E+01   0.5569462E-03   0.1781845E+04   0.1168864E+05   0.4563700E+04   0.3138773E-02   0.1243079E+04
   0.1502999E+01   0.5401619E-03   0.1780884E+04   0.1115724E+05   0.4457550E+04   0.3575180E-02   0.1285005E+04
   0.1583201E+01   0.5633494E-03   0.1781874E+04   0.1189032E+05   0.4602940E+04   0.2990180E-02   0.1227823E+04
   0.1556761E+01   0.5556514E-03   0.1781818E+04   0.1164779E+05   0.4555683E+04   0.3169950E-02   0.1246212E+04
   0.1535018E+01   0.5493603E-03   0.1781576E+04   0.1144897E+05   0.4516328E+04   0.3327133E-02   0.1261671E+04
   0.1514393E+01   0.5434262E-03   0.1781177E+04   0.1126091E+05   0.4478580E+04   0.3484553E-02   0.1276622E+04
   0.1529558E+01   0.5477862E-03   0.1781487E+04   0.1139914E+05   0.4506375E+04   0.3367996E-02   0.1265601E+04
   0.1582403E+01   0.5631161E-03   0.1781876E+04   0.1188298E+05   0.4601522E+04   0.2995435E-02   0.1228372E+04
   0.1596231E+01   0.5671623E-03   0.1781810E+04   0.1201014E+05   0.4625991E+04   0.2905916E-02   0.1218922E+04
   0.1560486E+01   0.5567327E-03   0.1781841E+04   0.1168191E+05   0.4562380E+04   0.3143887E-02   0.1243595E+04
   0.1549111E+01   0.5534339E-03   0.1781753E+04   0.1157778E+05   0.4541887E+04   0.3224259E-02   0.1251616E+04
   0.1546156E+01   0.5525784E-03   0.1781723E+04   0.1155075E+05   0.4536543E+04   0.3245525E-02   0.1253713E+04
   0.1585943E+01   0.5641506E-03   0.1781866E+04   0.1191552E+05   0.4607803E+04   0.2972219E-02   0.1225942E+04
   0.1534157E+01   0.5491122E-03   0.1781563E+04   0.1144112E+05   0.4514762E+04   0.3333533E-02   0.1262288E+04
   0.1516209E+01   0.5439475E-03   0.1781219E+04   0.1127745E+05   0.4481921E+04   0.3470351E-02   0.1275294E+04
   0.1582007E+01   0.5630007E-03   0.1781877E+04   0.1187935E+05   0.4600820E+04   0.2998040E-02   0.1228644E+04
   0.1576504E+01   0.5613944E-03   0.1781884E+04   0.1182881E+05   0.4591031E+04   0.3034585E-02   0.1232440E+04
   0.1558937E+01   0.5562830E-03   0.1781832E+04   0.1166772E+05   0.4559597E+04   0.3154692E-02   0.1244682E+04
   0.1569726E+01   0.5594194E-03   0.1781877E+04   0.1176661E+05   0.4578936E+04   0.3080295E-02   0.1237140E+04
   0.1507605E+01   0.5414804E-03   0.1781009E+04   0.1119913E+05   0.4466067E+04   0.3538219E-02   0.1281605E+04
   0.1568002E+01   0.5589177E-03   0.1781873E+04   0.1175080E+05   0.4575853E+04   0.3092047E-02   0.1238340E+04
   0.1516651E+01   0.5440743E-03   0.1781229E+04   0.1128147E+05   0.4482733E+04   0.3466907E-02   0.1274971E+04
   0.1527997E+01   0.5473366E-03   0.1781460E+04   0.1138489E+05   0.4503524E+04   0.3379786E-02   0.1266728E+04
   0.1514287E+01   0.5433958E-03   0.1781175E+04   0.1125995E+05   0.4478385E+04   0.3485382E-02   0.1276699E+04
   0.1589054E+01   0.5650604E-03   0.1781853E+04   0.1194412E+05   0.4613313E+04   0.2951989E-02   0.1223812E+04
   0.1584049E+01   0.5635971E-03   0.1781872E+04   0.1189811E+05   0.4604445E+04   0.2984613E-02   0.1227241E+04
   0.1521878E+01   0.5455760E-03   0.1781342E+04   0.1132910E+05   0.4492326E+04   0.3426456E-02   0.1271163E+04
   0.1523530E+01   0.5460512E-03   0.1781375E+04   0.1134416E+05   0.4495354E+04   0.3413779E-02   0.1269963E+04
   0.1585941E+01   0.5641500E-03   0.1781866E+04   0.1191550E+05   0.4607800E+04   0.2972232E-02   0.1225943E+04
   0.1583533E+01   0.5634462E-03   0.1781874E+04   0.1189337E+05   0.4603529E+04   0.2988001E-02   0.1227596E+04
   0.1541488E+01   0.5512287E-03   0.1781667E+04   0.1150808E+05   0.4528086E+04   0.3279440E-02   0.1257038E+04
   0.1534926E+01   0.5493338E-03   0.1781575E+04   0.1144813E+05   0.4516160E+04   0.3327816E-02   0.1261737E+04
   0.1534444E+01   0.5491947E-03   0.1781568E+04   0.1144373E+05   0.4515283E+04   0.3331403E-02   0.1262083E+04
   0.1561141E+01   0.5569228E-03   0.1781845E+04   0.1168791E+05   0.4563555E+04   0.3139333E-02   0.1243136E+04
   0.1550298E+01   0.5537777E-03   0.1781765E+04   0.1158864E+05   0.4544032E+04   0.3215761E-02   0.1250775E+04
   0.1555331E+01   0.5552364E-03   0.1781807E+04   0.1163470E+05   0.4553108E+04   0.3180023E-02   0.1247219E+04
   0.1590105E+01   0.5653680E-03   0.1781848E+04   0.1195378E+05   0.4615173E+04   0.2945189E-02   0.1223094E+04
   0.1515952E+01   0.5438736E-03   0.1781214E+04   0.1127511E+05   0.4481447E+04   0.3472361E-02   0.1275482E+04
   0.1570161E+01   0.5595463E-03   0.1781878E+04   0.1177061E+05   0.4579715E+04   0.3077332E-02   0.1236837E+04
   0.1592975E+01   0.5662083E-03   0.1781832E+04   0.1198018E+05   0.4620246E+04   0.2926713E-02   0.1221137E+04
   0.1559333E+01   0.5563979E-03   0.1781835E+04   0.1167135E+05   0.4560308E+04   0.3151928E-02   0.1244404E+04
   0.1551212E+01   0.5540423E-03   0.1781773E+04   0.1159699E+05   0.4545681E+04   0.3209241E-02   0.1250128E+04
   0.1544369E+01   0.5520615E-03   0.1781702E+04   0.1153441E+05   0.4533308E+04   0.3258460E-02   0.1254984E+04
   0.1555486E+01   0.5552814E-03   0.1781809E+04   0.1163611E+05   0.4553386E+04   0.3178931E-02   0.1247110E+04
   0.1551931E+01   0.5542509E-03   0.1781780E+04   0.1160358E+05   0.4546979E+04   0.3204114E-02   0.1249619E+04
   0.1504398E+01   0.5405622E-03   0.1780923E+04   0.1116996E+05   0.4460139E+04   0.3563907E-02   0.1283971E+04
   0.1508446E+01   0.5417214E-03   0.1781031E+04   0.1120679E+05   0.4467620E+04   0.3531517E-02   0.1280986E+04
   0.1563858E+01   0.5577125E-03   0.1781858E+04   0.1171281E+05   0.4568431E+04   0.3120505E-02   0.1241233E+04
   0.1524414E+01   0.5463053E-03   0.1781392E+04   0.1135222E+05   0.4496972E+04   0.3407023E-02   0.1269322E+04
   0.1544899E+01   0.5522149E-03   0.1781708E+04   0.1153926E+05   0.4534269E+04   0.3254615E-02   0.1254607E+04
   0.1561750E+01   0.5571000E-03   0.1781848E+04   0.1169349E+05   0.4564650E+04   0.3135096E-02   0.1242708E+04
   0.1517635E+01   0.5443569E-03   0.1781251E+04   0.1129044E+05   0.4484541E+04   0.3459250E-02   0.1274253E+04
   0.1551776E+01   0.5542059E-03   0.1781778E+04   0.1160216E+05   0.4546699E+04   0.3205219E-02   0.1249729E+04
   0.1534265E+01   0.5491431E-03   0.1781565E+04   0.1144210E+05   0.4514957E+04   0.3332733E-02   0.1262211E+04
   0.1591205E+01   0.5656900E-03   0.1781842E+04   0.1196390E+05   0.4617118E+04   0.2938093E-02   0.1222343E+04
   0.1527158E+01   0.5470950E-03   0.1781444E+04   0.1137724E+05   0.4501991E+04   0.3386141E-02   0.1267335E+04
   0.1544999E+01   0.5522437E-03   0.1781710E+04   0.1154017E+05   0.4534449E+04   0.3253894E-02   0.1254536E+04
   0.1526610E+01   0.5469372E-03   0.1781434E+04   0.1137224E+05   0.4500988E+04   0.3390302E-02   0.1267731E+04
   0.1508246E+01   0.5416638E-03   0.1781026E+04   0.1120496E+05   0.4467250E+04   0.3533115E-02   0.1281134E+04
   0.1531972E+01   0.5484819E-03   0.1781528E+04   0.1142116E+05   0.4510779E+04   0.3349860E-02   0.1263861E+04
   0.1508837E+01   0.5418331E-03   0.1781041E+04   0.1121034E+05   0.4468340E+04   0.3528413E-02   0.1280699E+04
   0.1532046E+01   0.5485033E-03   0.1781529E+04   0.1142184E+05   0.4510914E+04   0.3349302E-02   0.1263807E+04
   0.1548804E+01   0.5533449E-03   0.1781750E+04   0.1157496E+05   0.4541332E+04   0.3226463E-02   0.1251834E+04
   0.1598257E+01   0.5677564E-03   0.1781795E+04   0.1202879E+05   0.4629562E+04   0.2893058E-02   0.1217547E+04
   0.1504406E+01   0.5405645E-03   0.1780923E+04   0.1117003E+05   0.4460154E+04   0.3563842E-02   0.1283965E+04
   0.1532538E+01   0.5486450E-03   0.1781537E+04   0.1142633E+05   0.4511810E+04   0.3345623E-02   0.1263453E+04
   0.1504822E+01   0.5406836E-03   0.1780934E+04   0.1117382E+05   0.4460923E+04   0.3560497E-02   0.1283658E+04
   0.1559258E+01   0.5563762E-03   0.1781834E+04   0.1167066E+05   0.4560174E+04   0.3152449E-02   0.1244456E+04
   0.1568987E+01   0.5592045E-03   0.1781876E+04   0.1175984E+05   0.4577616E+04   0.3085323E-02   0.1237654E+04
   0.1557578E+01   0.5558884E-03   0.1781823E+04   0.1165527E+05   0.4557152E+04   0.3164214E-02   0.1245637E+04
   0.1525754E+01   0.5466910E-03   0.1781418E+04   0.1136444E+05   0.4499424E+04   0.3396804E-02   0.1268351E+04
   0.1580419E+01   0.5625370E-03   0.1781880E+04   0.1186477E+05   0.4597999E+04   0.3008531E-02   0.1229737E+04
   0.1530966E+01   0.5481920E-03   0.1781511E+04   0.1141199E+05   0.4508945E+04   0.3357402E-02   0.1264585E+04
   0.1539039E+01   0.5505212E-03   0.1781635E+04   0.1148570E+05   0.4523641E+04   0.3297398E-02   0.1258788E+04
   0.1552907E+01   0.5545337E-03   0.1781788E+04   0.1161251E+05   0.4548740E+04   0.3197178E-02   0.1248930E+04
   0.1504465E+01   0.5405815E-03   0.1780924E+04   0.1117058E+05   0.4460264E+04   0.3563364E-02   0.1283921E+04
   0.1528673E+01   0.5475313E-03   0.1781472E+04   0.1139106E+05   0.4504759E+04   0.3374674E-02   0.1266240E+04
   0.1546333E+01   0.5526297E-03   0.1781725E+04   0.1155237E+05   0.4536864E+04   0.3244245E-02   0.1253588E+04
   0.1539854E+01   0.5507565E-03   0.1781646E+04   0.1149314E+05   0.4525120E+04   0.3291411E-02   0.1258205E+04
   0.1528582E+01   0.5475051E-03   0.1781470E+04   0.1139023E+05   0.4504593E+04   0.3375361E-02   0.1266306E+04
   0.1523325E+01   0.5459921E-03   0.1781371E+04   0.1134229E+05   0.4494978E+04   0.3415352E-02   0.1270112E+04
   0.1508052E+01   0.5416083E-03   0.1781021E+04   0.1120319E+05   0.4466892E+04   0.3534660E-02   0.1281276E+04
   0.1501854E+01   0.5398345E-03   0.1780851E+04   0.1114684E+05   0.4455430E+04   0.3584432E-02   0.1285852E+04
   0.1559040E+01   0.5563129E-03   0.1781833E+04   0.1166867E+05   0.4559782E+04   0.3153973E-02   0.1244609E+04
   0.1553051E+01   0.5545753E-03   0.1781789E+04   0.1161383E+05   0.4548999E+04   0.3196158E-02   0.1248828E+04
   0.1521954E+01   0.5455978E-03   0.1781343E+04   0.1132979E+05   0.4492466E+04   0.3425871E-02   0.1271108E+04
   0.1594764E+01   0.5667324E-03   0.1781821E+04   0.1199664E+05   0.4623404E+04   0.2915265E-02   0.1219919E+04
   0.1510514E+01   0.5423139E-03   0.1781083E+04   0.1122560E+05   0.4471435E+04   0.3515103E-02   0.1279466E+04
   0.1514013E+01   0.5433171E-03   0.1781169E+04   0.1125745E+05   0.4477880E+04   0.3487534E-02   0.1276900E+04
   0.1526266E+01   0.5468384E-03   0.1781428E+04   0.1136911E+05   0.4500361E+04   0.3392910E-02   0.1267980E+04
   0.1577360E+01   0.5616442E-03   0.1781884E+04   0.1183667E+05   0.4592556E+04   0.3028865E-02   0.1231848E+04
   0.1564657E+01   0.5579448E-03   0.1781861E+04   0.1172013E+05   0.4569864E+04   0.3114995E-02   0.1240674E+04
   0.1586559E+01   0.5643309E-03   0.1781864E+04   0.1192118E+05   0.4608896E+04   0.2968196E-02   0.1225519E+04
   0.1512655E+01   0.5429278E-03   0.1781136E+04   0.1124509E+05   0.4475381E+04   0.3498201E-02   0.1277895E+04
   0.1597899E+01   0.5676514E-03   0.1781798E+04   0.1202550E+05   0.4628932E+04   0.2895325E-02   0.1217790E+04
   0.1559020E+01   0.5563070E-03   0.1781833E+04   0.1166848E+05   0.4559746E+04   0.3154114E-02   0.1244624E+04
   0.1527699E+01   0.5472510E-03   0.1781454E+04   0.1138218E+05   0.4502981E+04   0.3382036E-02   0.1266943E+04
   0.1539122E+01   0.5505449E-03   0.1781636E+04   0.1148645E+05   0.4523790E+04   0.3296792E-02   0.1258729E+04
   0.1557450E+01   0.5558514E-03   0.1781823E+04   0.1165411E+05   0.4556923E+04   0.3165108E-02   0.1245727E+04
   0.1510827E+01   0.5424036E-03   0.1781091E+04   0.1122845E+05   0.4472013E+04   0.3512626E-02   0.1279236E+04
   0.1532732E+01   0.5487012E-03   0.1781540E+04   0.1142811E+05   0.4512165E+04   0.3344167E-02   0.1263313E+04
   0.1513665E+01   0.5432174E-03   0.1781160E+04   0.1125428E+05   0.4477241E+04   0.3490262E-02   0.1277155E+04
   0.1516383E+01   0.5439973E-03   0.1781223E+04   0.1127903E+05   0.4482240E+04   0.3468997E-02   0.1275167E+04
   0.1595370E+01   0.5669100E-03   0.1781817E+04   0.1200222E+05   0.4624473E+04   0.2911397E-02   0.1219507E+04
   0.1554386E+01   0.5549626E-03   0.1781800E+04   0.1162605E+05   0.4551406E+04   0.3186695E-02   0.1247885E+04
   0.1561839E+01   0.5571258E-03   0.1781849E+04   0.1169431E+05   0.4564809E+04   0.3134481E-02   0.1242646E+04
   0.1576454E+01   0.5613798E-03   0.1781884E+04   0.1182835E+05   0.4590942E+04   0.3034919E-02   0.1232474E+04
   0.1653369E+01   0.5840309E-03   0.1780857E+04   0.1253788E+05   0.4725270E+04   0.2567220E-02   0.1181096E+04
   0.1666952E+01   0.5880762E-03   0.1780477E+04   0.1266388E+05   0.4748447E+04   0.2493531E-02   0.1172383E+04
   0.1617317E+01   0.5733594E-03   0.1781583E+04   0.1220446E+05   0.4662968E+04   0.2775268E-02   0.1204737E+04
   0.1665373E+01   0.5876051E-03   0.1780524E+04   0.1264922E+05   0.4745760E+04   0.2501974E-02   0.1173391E+04
   0.1619828E+01   0.5740995E-03   0.1781546E+04   0.1222764E+05   0.4667344E+04   0.2760166E-02   0.1203066E+04
   0.1657772E+01   0.5853407E-03   0.1780740E+04   0.1257870E+05   0.4732800E+04   0.2543063E-02   0.1178260E+04
   0.1644820E+01   0.5814917E-03   0.1781066E+04   0.1245869E+05   0.4710600E+04   0.2614883E-02   0.1186633E+04
   0.1652209E+01   0.5836861E-03   0.1780886E+04   0.1252714E+05   0.4723283E+04   0.2573627E-02   0.1181844E+04
   0.1647485E+01   0.5822828E-03   0.1781003E+04   0.1248337E+05   0.4715180E+04   0.2599915E-02   0.1184902E+04
   0.1628291E+01   0.5765977E-03   0.1781406E+04   0.1230580E+05   0.4682055E+04   0.2709950E-02   0.1197460E+04
   0.1617300E+01   0.5733545E-03   0.1781584E+04   0.1220431E+05   0.4662939E+04   0.2775367E-02   0.1204748E+04
   0.1608937E+01   0.5708927E-03   0.1781692E+04   0.1212718E+05   0.4648321E+04   0.2826363E-02   0.1210342E+04
   0.1617580E+01   0.5734369E-03   0.1781579E+04   0.1220689E+05   0.4663426E+04   0.2773682E-02   0.1204562E+04
   0.1612920E+01   0.5720646E-03   0.1781643E+04   0.1216391E+05   0.4655292E+04   0.2801941E-02   0.1207673E+04
   0.1619783E+01   0.5740862E-03   0.1781547E+04   0.1222722E+05   0.4667266E+04   0.2760435E-02   0.1203096E+04
   0.1665566E+01   0.5876627E-03   0.1780518E+04   0.1265101E+05   0.4746089E+04   0.2500939E-02   0.1173267E+04
   0.1640167E+01   0.5801119E-03   0.1781171E+04   0.1241562E+05   0.4702588E+04   0.2641253E-02   0.1189665E+04
   0.1680792E+01   0.5922117E-03   0.1780033E+04   0.1279247E+05   0.4771899E+04   0.2420941E-02   0.1163612E+04
   0.1619684E+01   0.5740570E-03   0.1781548E+04   0.1222631E+05   0.4667093E+04   0.2761030E-02   0.1203162E+04
   0.1666919E+01   0.5880663E-03   0.1780478E+04   0.1266357E+05   0.4748391E+04   0.2493708E-02   0.1172404E+04
   0.1685923E+01   0.5937483E-03   0.1779854E+04   0.1284019E+05   0.4780551E+04   0.2394652E-02   0.1160387E+04
   0.1656591E+01   0.5849893E-03   0.1780772E+04   0.1256775E+05   0.4730782E+04   0.2549515E-02   0.1179019E+04
   0.1619304E+01   0.5739452E-03   0.1781554E+04   0.1222281E+05   0.4666433E+04   0.2763305E-02   0.1203414E+04
   0.1664552E+01   0.5873603E-03   0.1780548E+04   0.1264160E+05   0.4744363E+04   0.2506375E-02   0.1173915E+04
   0.1680507E+01   0.5921262E-03   0.1780043E+04   0.1278982E+05   0.4771417E+04   0.2422414E-02   0.1163792E+04
   0.1621861E+01   0.5746993E-03   0.1781515E+04   0.1224641E+05   0.4670885E+04   0.2748004E-02   0.1201715E+04
   0.1691486E+01   0.5954166E-03   0.1779652E+04   0.1289197E+05   0.4789908E+04   0.2366516E-02   0.1156907E+04
   0.1649987E+01   0.5830258E-03   0.1780942E+04   0.1250655E+05   0.4719474E+04   0.2585953E-02   0.1183281E+04
   0.1685349E+01   0.5935762E-03   0.1779875E+04   0.1283485E+05   0.4779584E+04   0.2397578E-02   0.1160748E+04
   0.1664284E+01   0.5872804E-03   0.1780556E+04   0.1263911E+05   0.4743907E+04   0.2507813E-02   0.1174086E+04
   0.1653461E+01   0.5840581E-03   0.1780854E+04   0.1253873E+05   0.4725426E+04   0.2566714E-02   0.1181036E+04
   0.1658847E+01   0.5856608E-03   0.1780710E+04   0.1258868E+05   0.4734637E+04   0.2537203E-02   0.1177569E+04
   0.1627561E+01   0.5763820E-03   0.1781419E+04   0.1229906E+05   0.4680788E+04   0.2714241E-02   0.1197942E+04
   0.1637113E+01   0.5792074E-03   0.1781236E+04   0.1238737E+05   0.4697320E+04   0.2658723E-02   0.1191662E+04
   0.1618008E+01   0.5735631E-03   0.1781573E+04   0.1221084E+05   0.4664173E+04   0.2771100E-02   0.1204277E+04
   0.1682186E+01   0.5926290E-03   0.1779985E+04   0.1280543E+05   0.4774252E+04   0.2413765E-02   0.1162734E+04
   0.1675483E+01   0.5906235E-03   0.1780210E+04   0.1274311E+05   0.4762922E+04   0.2448498E-02   0.1166964E+04
   0.1658390E+01   0.5855247E-03   0.1780723E+04   0.1258444E+05   0.4733856E+04   0.2539693E-02   0.1177863E+04
   0.1685564E+01   0.5936406E-03   0.1779867E+04   0.1283685E+05   0.4779946E+04   0.2396481E-02   0.1160613E+04
   0.1641176E+01   0.5804111E-03   0.1781149E+04   0.1242496E+05   0.4704327E+04   0.2635507E-02   0.1189006E+04
   0.1610561E+01   0.5713701E-03   0.1781672E+04   0.1214214E+05   0.4651164E+04   0.2816380E-02   0.1209253E+04
   0.1615628E+01   0.5728619E-03   0.1781607E+04   0.1218888E+05   0.4660021E+04   0.2785478E-02   0.1205863E+04
   0.1673225E+01   0.5899490E-03   0.1780283E+04   0.1272214E+05   0.4759098E+04   0.2460322E-02   0.1168394E+04
   0.1611985E+01   0.5717894E-03   0.1781655E+04   0.1215528E+05   0.4653657E+04   0.2807652E-02   0.1208298E+04
   0.1600282E+01   0.5683502E-03   0.1781779E+04   0.1204743E+05   0.4633126E+04   0.2880278E-02   0.1216176E+04
